date,address,latitude,longitude,bph
2015-01-22,Khlong Luang Rice research Center,14.117,100.62,0
2015-01-23,Khlong Luang Rice research Center,14.117,100.62,0
2015-01-24,Khlong Luang Rice research Center,14.117,100.62,0
2015-01-25,Khlong Luang Rice research Center,14.117,100.62,0
2015-01-26,Khlong Luang Rice research Center,14.117,100.62,15
2015-01-27,Khlong Luang Rice research Center,14.117,100.62,10
2015-01-28,Khlong Luang Rice research Center,14.117,100.62,10
2015-01-29,Khlong Luang Rice research Center,14.117,100.62,10
2015-01-30,Khlong Luang Rice research Center,14.117,100.62,30
2015-01-31,Khlong Luang Rice research Center,14.117,100.62,10
2015-02-01,Khlong Luang Rice research Center,14.117,100.62,40
2015-02-02,Khlong Luang Rice research Center,14.117,100.62,20
2015-02-03,Khlong Luang Rice research Center,14.117,100.62,40
2015-02-04,Khlong Luang Rice research Center,14.117,100.62,50
2015-02-05,Khlong Luang Rice research Center,14.117,100.62,80
2015-02-06,Khlong Luang Rice research Center,14.117,100.62,90
2015-02-07,Khlong Luang Rice research Center,14.117,100.62,75
2015-02-08,Khlong Luang Rice research Center,14.117,100.62,69
2015-02-09,Khlong Luang Rice research Center,14.117,100.62,3
2015-02-10,Khlong Luang Rice research Center,14.117,100.62,3
2015-02-11,Khlong Luang Rice research Center,14.117,100.62,0
2015-02-12,Khlong Luang Rice research Center,14.117,100.62,2
2015-02-13,Khlong Luang Rice research Center,14.117,100.62,2
2015-02-14,Khlong Luang Rice research Center,14.117,100.62,4
2015-02-15,Khlong Luang Rice research Center,14.117,100.62,1
2015-02-16,Khlong Luang Rice research Center,14.117,100.62,0
2015-02-17,Khlong Luang Rice research Center,14.117,100.62,0
2015-02-18,Khlong Luang Rice research Center,14.117,100.62,0
2015-02-19,Khlong Luang Rice research Center,14.117,100.62,0
2015-02-20,Khlong Luang Rice research Center,14.117,100.62,0
2015-02-21,Khlong Luang Rice research Center,14.117,100.62,0
2015-02-22,Khlong Luang Rice research Center,14.117,100.62,0
2015-02-23,Khlong Luang Rice research Center,14.117,100.62,0
2015-02-24,Khlong Luang Rice research Center,14.117,100.62,0
2015-02-25,Khlong Luang Rice research Center,14.117,100.62,0
2015-02-26,Khlong Luang Rice research Center,14.117,100.62,0
2015-02-27,Khlong Luang Rice research Center,14.117,100.62,0
2015-02-28,Khlong Luang Rice research Center,14.117,100.62,0
2015-03-01,Khlong Luang Rice research Center,14.117,100.62,0
2015-03-02,Khlong Luang Rice research Center,14.117,100.62,0
2015-03-03,Khlong Luang Rice research Center,14.117,100.62,0
2015-03-04,Khlong Luang Rice research Center,14.117,100.62,0
2015-03-05,Khlong Luang Rice research Center,14.117,100.62,0
2015-03-06,Khlong Luang Rice research Center,14.117,100.62,0
2015-03-07,Khlong Luang Rice research Center,14.117,100.62,0
2015-03-08,Khlong Luang Rice research Center,14.117,100.62,0
2015-03-09,Khlong Luang Rice research Center,14.117,100.62,0
2015-03-10,Khlong Luang Rice research Center,14.117,100.62,0
2015-03-11,Khlong Luang Rice research Center,14.117,100.62,0
2015-03-12,Khlong Luang Rice research Center,14.117,100.62,0
2015-03-13,Khlong Luang Rice research Center,14.117,100.62,0
2015-03-14,Khlong Luang Rice research Center,14.117,100.62,0
2015-03-15,Khlong Luang Rice research Center,14.117,100.62,0
2015-03-16,Khlong Luang Rice research Center,14.117,100.62,0
2015-03-17,Khlong Luang Rice research Center,14.117,100.62,0
2015-03-18,Khlong Luang Rice research Center,14.117,100.62,0
2015-03-19,Khlong Luang Rice research Center,14.117,100.62,0
2015-03-20,Khlong Luang Rice research Center,14.117,100.62,0
2015-03-21,Khlong Luang Rice research Center,14.117,100.62,0
2015-03-22,Khlong Luang Rice research Center,14.117,100.62,0
2015-03-23,Khlong Luang Rice research Center,14.117,100.62,0
2015-03-24,Khlong Luang Rice research Center,14.117,100.62,0
2015-03-25,Khlong Luang Rice research Center,14.117,100.62,0
